zona,hora,dia_semana,clima,evento_especial,nivel_trafico
Periférico,2,Miércoles,Soleado,1,Moderado
Zona 10,18,Viernes,Soleado,0,Moderado
Zona 4,15,Sábado,Soleado,0,Bajo
Zona 4,17,Viernes,Nublado,0,Alto
Periférico,6,Lunes,Soleado,0,Alto
Zona 1,12,Sábado,Soleado,0,Moderado
Zona 10,22,Miércoles,Soleado,0,Bajo
Zona 4,2,Jueves,Soleado,0,Bajo
Periférico,1,Sábado,Nublado,0,Bajo
Zona 10,14,Martes,Soleado,0,Bajo
Zona 10,16,Domingo,Soleado,0,Bajo
Periférico,22,Jueves,Nublado,1,Moderado
Periférico,12,Sábado,Soleado,0,Moderado
Zona 10,1,Sábado,Soleado,0,Bajo
Zona 1,1,Domingo,Soleado,0,Bajo
Periférico,1,Miércoles,Soleado,0,Bajo
Zona 10,17,Domingo,Nublado,0,Moderado
Zona 10,17,Domingo,Nublado,0,Moderado
Zona 1,21,Jueves,Lluvia,0,Moderado
Zona 12,14,Lunes,Soleado,0,Moderado
Zona 10,14,Domingo,Soleado,0,Bajo
Periférico,23,Lunes,Soleado,0,Bajo
Zona 12,21,Sábado,Nublado,0,Bajo
Zona 4,13,Martes,Soleado,0,Bajo
Zona 12,4,Jueves,Soleado,0,Bajo
Calzada Roosevelt,16,Martes,Soleado,0,Alto
Zona 12,9,Viernes,Soleado,0,Moderado
Zona 10,5,Lunes,Soleado,0,Bajo
Zona 12,11,Domingo,Soleado,0,Bajo
Zona 1,17,Jueves,Soleado,0,Moderado
Zona 4,10,Viernes,Soleado,0,Moderado
Periférico,0,Lunes,Nublado,0,Moderado
Zona 12,19,Domingo,Soleado,1,Alto
Periférico,4,Lunes,Soleado,0,Bajo
Zona 1,20,Miércoles,Nublado,0,Moderado
Zona 12,4,Sábado,Soleado,0,Bajo
Zona 1,21,Domingo,Nublado,0,Bajo
Calzada Roosevelt,19,Miércoles,Soleado,0,Alto
Calzada Roosevelt,15,Miércoles,Nublado,0,Moderado
Zona 1,20,Martes,Soleado,0,Bajo
Zona 4,16,Jueves,Nublado,0,Moderado
Zona 1,3,Domingo,Nublado,0,Bajo
Calzada Roosevelt,21,Viernes,Lluvia,0,Moderado
Periférico,23,Sábado,Nublado,0,Bajo
Zona 1,2,Jueves,Nublado,0,Bajo
Zona 10,11,Lunes,Nublado,0,Moderado
Calzada Roosevelt,15,Sábado,Soleado,0,Moderado
Zona 12,22,Martes,Soleado,0,Bajo
Zona 1,2,Lunes,Soleado,0,Bajo
Zona 10,9,Miércoles,Soleado,0,Moderado
Zona 10,15,Viernes,Soleado,0,Moderado
Zona 12,3,Martes,Soleado,0,Bajo
Zona 1,13,Domingo,Soleado,0,Bajo
Zona 12,4,Martes,Nublado,0,Bajo
Zona 4,13,Miércoles,Soleado,0,Moderado
Periférico,18,Lunes,Nublado,0,Alto
Zona 4,15,Jueves,Soleado,0,Bajo
Calzada Roosevelt,19,Lunes,Soleado,0,Alto
Zona 1,20,Lunes,Soleado,0,Bajo
Zona 4,18,Lunes,Soleado,0,Moderado
Zona 10,20,Sábado,Soleado,1,Bajo
Calzada Roosevelt,23,Martes,Soleado,0,Moderado
Zona 1,2,Jueves,Soleado,0,Bajo
Calzada Roosevelt,21,Domingo,Nublado,0,Bajo
Zona 4,17,Lunes,Lluvia,0,Alto
Zona 1,8,Lunes,Lluvia,1,Alto
Zona 12,3,Miércoles,Soleado,0,Bajo
Zona 4,22,Miércoles,Soleado,0,Bajo
Zona 4,13,Lunes,Nublado,0,Moderado
Zona 12,11,Lunes,Soleado,1,Moderado
Calzada Roosevelt,4,Jueves,Nublado,1,Moderado
Zona 10,12,Miércoles,Lluvia,0,Moderado
Zona 4,17,Sábado,Soleado,0,Moderado
Zona 1,10,Martes,Lluvia,1,Alto
Zona 12,8,Miércoles,Soleado,0,Moderado
Zona 12,7,Domingo,Nublado,1,Alto
Zona 1,4,Jueves,Nublado,0,Moderado
Calzada Roosevelt,5,Martes,Nublado,0,Bajo
Zona 1,4,Viernes,Soleado,0,Bajo
Zona 4,12,Martes,Soleado,0,Bajo
Zona 4,7,Sábado,Lluvia,0,Moderado
Zona 4,4,Sábado,Soleado,0,Bajo
Zona 12,8,Miércoles,Nublado,0,Alto
Zona 12,8,Lunes,Nublado,0,Alto
Zona 12,17,Sábado,Soleado,0,Moderado
Periférico,14,Martes,Soleado,0,Moderado
Periférico,4,Viernes,Lluvia,0,Moderado
Zona 10,21,Viernes,Soleado,0,Bajo
Zona 1,4,Domingo,Nublado,0,Bajo
Periférico,3,Sábado,Nublado,0,Bajo
Calzada Roosevelt,17,Martes,Soleado,0,Moderado
Zona 1,22,Domingo,Soleado,0,Bajo
Zona 1,7,Miércoles,Nublado,0,Alto
Zona 10,12,Sábado,Soleado,0,Bajo
Calzada Roosevelt,9,Sábado,Lluvia,1,Alto
Zona 10,15,Lunes,Nublado,0,Moderado
Calzada Roosevelt,15,Domingo,Soleado,0,Bajo
Calzada Roosevelt,20,Domingo,Soleado,0,Bajo
Zona 4,9,Jueves,Lluvia,0,Moderado
Zona 10,15,Sábado,Soleado,1,Moderado
Zona 10,15,Sábado,Lluvia,0,Moderado
Periférico,17,Lunes,Soleado,0,Alto
Periférico,5,Jueves,Soleado,1,Moderado
Zona 10,7,Sábado,Lluvia,1,Alto
Zona 1,20,Jueves,Lluvia,0,Moderado
Zona 12,9,Viernes,Nublado,0,Moderado
Periférico,2,Martes,Nublado,0,Moderado
Zona 1,10,Viernes,Nublado,0,Moderado
Zona 12,19,Jueves,Lluvia,0,Alto
Zona 4,15,Lunes,Soleado,0,Bajo
Zona 12,21,Martes,Lluvia,1,Moderado
Calzada Roosevelt,23,Domingo,Soleado,0,Bajo
Periférico,6,Viernes,Soleado,1,Alto
Periférico,20,Lunes,Soleado,0,Moderado
Zona 1,2,Sábado,Soleado,0,Bajo
Calzada Roosevelt,10,Martes,Soleado,0,Moderado
Zona 4,6,Viernes,Nublado,1,Alto
Zona 1,10,Viernes,Soleado,0,Moderado
Zona 10,14,Lunes,Nublado,0,Moderado
Periférico,3,Jueves,Soleado,0,Bajo
Periférico,13,Miércoles,Soleado,0,Moderado
Periférico,16,Jueves,Soleado,0,Moderado
Calzada Roosevelt,13,Sábado,Soleado,0,Moderado
Zona 1,21,Viernes,Soleado,0,Bajo
Calzada Roosevelt,12,Miércoles,Soleado,0,Moderado
Periférico,3,Sábado,Soleado,1,Bajo
Calzada Roosevelt,4,Lunes,Soleado,0,Bajo
Zona 1,22,Domingo,Soleado,0,Bajo
Calzada Roosevelt,0,Lunes,Soleado,0,Bajo
Zona 12,21,Jueves,Soleado,0,Bajo
Calzada Roosevelt,15,Sábado,Lluvia,0,Moderado
Periférico,18,Lunes,Soleado,0,Alto
Zona 4,10,Martes,Lluvia,1,Alto
Periférico,1,Martes,Nublado,0,Moderado
Zona 4,12,Lunes,Nublado,0,Moderado
Zona 1,23,Sábado,Soleado,0,Bajo
Zona 1,0,Jueves,Nublado,0,Bajo
Zona 1,2,Viernes,Nublado,0,Moderado
Zona 10,16,Lunes,Soleado,1,Alto
Zona 4,11,Viernes,Soleado,0,Bajo
Zona 4,13,Miércoles,Soleado,0,Bajo
Zona 1,14,Viernes,Soleado,0,Moderado
Zona 4,21,Martes,Lluvia,0,Moderado
Zona 12,3,Lunes,Soleado,0,Bajo
Zona 12,21,Domingo,Soleado,0,Bajo
Periférico,13,Lunes,Soleado,0,Moderado
Zona 4,18,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,20,Miércoles,Soleado,0,Moderado
Zona 1,1,Lunes,Soleado,0,Moderado
Zona 10,9,Viernes,Soleado,0,Moderado
Periférico,23,Sábado,Soleado,0,Bajo
Zona 4,15,Jueves,Soleado,0,Bajo
Periférico,8,Jueves,Nublado,0,Alto
Zona 4,0,Domingo,Nublado,0,Bajo
Zona 4,19,Domingo,Soleado,0,Bajo
Periférico,23,Miércoles,Soleado,0,Bajo
Periférico,21,Martes,Nublado,0,Bajo
Periférico,6,Viernes,Nublado,1,Alto
Zona 12,11,Lunes,Soleado,0,Moderado
Zona 1,2,Lunes,Nublado,0,Bajo
Zona 1,22,Martes,Soleado,0,Bajo
Zona 4,9,Martes,Soleado,0,Moderado
Zona 10,0,Lunes,Nublado,0,Bajo
Calzada Roosevelt,2,Lunes,Soleado,0,Bajo
Zona 12,6,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,0,Martes,Lluvia,0,Moderado
Zona 12,15,Jueves,Lluvia,0,Alto
Zona 12,20,Martes,Soleado,0,Bajo
Zona 12,11,Lunes,Soleado,0,Moderado
Zona 1,8,Martes,Lluvia,0,Alto
Zona 10,18,Miércoles,Soleado,0,Alto
Calzada Roosevelt,15,Domingo,Soleado,0,Moderado
Zona 1,7,Martes,Soleado,0,Alto
Calzada Roosevelt,19,Domingo,Soleado,0,Moderado
Calzada Roosevelt,11,Lunes,Soleado,0,Moderado
Zona 10,10,Martes,Nublado,0,Moderado
Zona 1,7,Viernes,Nublado,0,Alto
Calzada Roosevelt,18,Lunes,Lluvia,0,Alto
Calzada Roosevelt,4,Sábado,Soleado,0,Bajo
Zona 10,13,Sábado,Nublado,0,Moderado
Zona 1,4,Martes,Lluvia,0,Moderado
Zona 12,23,Martes,Soleado,0,Bajo
Zona 10,22,Miércoles,Lluvia,0,Moderado
Periférico,10,Miércoles,Nublado,0,Moderado
Zona 4,10,Jueves,Soleado,0,Moderado
Zona 12,23,Viernes,Nublado,0,Bajo
Periférico,11,Miércoles,Soleado,0,Moderado
Periférico,3,Domingo,Lluvia,0,Moderado
Calzada Roosevelt,20,Martes,Soleado,0,Moderado
Zona 12,7,Viernes,Lluvia,0,Alto
Zona 4,4,Miércoles,Soleado,0,Bajo
Periférico,23,Jueves,Nublado,0,Moderado
Zona 10,3,Lunes,Lluvia,0,Moderado
Periférico,8,Miércoles,Soleado,0,Alto
Calzada Roosevelt,1,Miércoles,Soleado,0,Bajo
Zona 12,8,Sábado,Soleado,0,Moderado
Zona 1,19,Miércoles,Soleado,0,Moderado
Zona 12,12,Jueves,Soleado,0,Bajo
Calzada Roosevelt,4,Lunes,Soleado,0,Moderado
Zona 4,14,Jueves,Soleado,0,Bajo
Zona 4,7,Lunes,Soleado,0,Moderado
Zona 10,1,Miércoles,Lluvia,1,Moderado
Zona 12,5,Domingo,Lluvia,0,Bajo
Periférico,23,Sábado,Nublado,0,Moderado
Periférico,22,Jueves,Soleado,0,Bajo
Zona 12,4,Martes,Nublado,0,Moderado
Periférico,0,Domingo,Soleado,0,Bajo
Zona 12,7,Sábado,Lluvia,0,Alto
Zona 12,4,Viernes,Soleado,0,Bajo
Zona 12,1,Sábado,Nublado,0,Bajo
Calzada Roosevelt,22,Sábado,Soleado,0,Bajo
Zona 1,16,Miércoles,Soleado,0,Alto
Calzada Roosevelt,12,Sábado,Soleado,0,Bajo
Zona 12,12,Jueves,Soleado,0,Bajo
Zona 1,14,Jueves,Nublado,0,Moderado
Zona 4,3,Lunes,Soleado,0,Bajo
Zona 1,17,Jueves,Soleado,0,Moderado
Zona 10,15,Viernes,Soleado,0,Moderado
Calzada Roosevelt,0,Lunes,Soleado,0,Bajo
Calzada Roosevelt,22,Viernes,Soleado,1,Moderado
Zona 12,3,Miércoles,Lluvia,0,Bajo
Zona 1,2,Viernes,Nublado,0,Bajo
Calzada Roosevelt,11,Lunes,Soleado,0,Moderado
Periférico,7,Lunes,Soleado,0,Alto
Periférico,6,Jueves,Soleado,0,Alto
Zona 12,11,Viernes,Soleado,0,Bajo
Zona 4,6,Lunes,Nublado,0,Moderado
Zona 12,22,Lunes,Soleado,0,Bajo
Zona 12,12,Martes,Soleado,0,Bajo
Calzada Roosevelt,21,Martes,Soleado,0,Moderado
Zona 12,10,Miércoles,Soleado,0,Moderado
Zona 1,10,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,11,Lunes,Nublado,0,Moderado
Zona 1,23,Lunes,Soleado,0,Bajo
Zona 10,7,Jueves,Lluvia,0,Alto
Calzada Roosevelt,14,Viernes,Soleado,0,Moderado
Zona 10,10,Miércoles,Soleado,0,Moderado
Zona 4,6,Martes,Lluvia,0,Moderado
Periférico,1,Sábado,Soleado,0,Bajo
Calzada Roosevelt,21,Miércoles,Soleado,1,Moderado
Zona 1,23,Domingo,Soleado,1,Bajo
Zona 1,6,Miércoles,Nublado,0,Alto
Periférico,19,Miércoles,Soleado,0,Alto
Zona 1,1,Martes,Lluvia,0,Moderado
Zona 4,6,Martes,Lluvia,0,Moderado
Zona 12,20,Jueves,Soleado,0,Bajo
Calzada Roosevelt,13,Jueves,Soleado,0,Moderado
Periférico,11,Martes,Soleado,0,Moderado
Zona 12,2,Lunes,Nublado,0,Bajo
Zona 10,22,Domingo,Soleado,0,Bajo
Calzada Roosevelt,23,Domingo,Soleado,1,Bajo
Calzada Roosevelt,13,Viernes,Nublado,1,Alto
Zona 1,7,Martes,Soleado,0,Alto
Periférico,2,Sábado,Nublado,1,Moderado
Periférico,12,Lunes,Soleado,0,Moderado
Zona 1,12,Lunes,Soleado,1,Moderado
Zona 4,13,Lunes,Soleado,0,Bajo
Zona 4,14,Jueves,Soleado,0,Bajo
Zona 4,0,Domingo,Soleado,0,Bajo
Periférico,21,Miércoles,Soleado,0,Bajo
Periférico,3,Viernes,Soleado,0,Bajo
Zona 4,0,Viernes,Soleado,0,Bajo
Zona 10,15,Lunes,Soleado,0,Moderado
Periférico,7,Sábado,Nublado,0,Moderado
Zona 12,18,Jueves,Nublado,0,Alto
Zona 12,15,Domingo,Soleado,1,Bajo
Zona 12,16,Lunes,Soleado,0,Moderado
Periférico,16,Martes,Soleado,0,Alto
Zona 10,20,Martes,Soleado,0,Bajo
Zona 4,1,Miércoles,Soleado,0,Bajo
Zona 1,0,Jueves,Nublado,0,Moderado
Zona 1,1,Jueves,Lluvia,0,Moderado
Zona 10,22,Viernes,Soleado,0,Bajo
Periférico,5,Jueves,Nublado,0,Moderado
Calzada Roosevelt,2,Domingo,Nublado,1,Moderado
Zona 4,19,Jueves,Soleado,1,Alto
Calzada Roosevelt,15,Miércoles,Lluvia,1,Alto
Zona 1,1,Lunes,Nublado,1,Moderado
Periférico,8,Jueves,Lluvia,0,Alto
Zona 10,19,Lunes,Soleado,0,Moderado
Zona 10,20,Jueves,Soleado,0,Bajo
Calzada Roosevelt,12,Viernes,Nublado,0,Moderado
Calzada Roosevelt,17,Viernes,Soleado,0,Alto
Calzada Roosevelt,17,Sábado,Nublado,1,Alto
Zona 10,3,Viernes,Soleado,0,Bajo
Zona 1,19,Sábado,Soleado,0,Moderado
Calzada Roosevelt,16,Domingo,Lluvia,1,Alto
Zona 4,21,Viernes,Soleado,0,Bajo
Periférico,0,Lunes,Soleado,0,Bajo
Zona 1,11,Miércoles,Nublado,0,Moderado
Zona 10,13,Domingo,Soleado,0,Bajo
Zona 10,20,Jueves,Soleado,0,Bajo
Zona 10,7,Sábado,Soleado,1,Moderado
Zona 4,23,Jueves,Nublado,0,Bajo
Periférico,5,Sábado,Lluvia,0,Moderado
Zona 10,9,Miércoles,Soleado,0,Moderado
Zona 1,18,Jueves,Soleado,1,Alto
Zona 12,12,Miércoles,Soleado,0,Bajo
Zona 10,6,Viernes,Soleado,0,Moderado
Zona 10,16,Viernes,Nublado,0,Alto
Periférico,20,Lunes,Nublado,0,Moderado
Calzada Roosevelt,8,Martes,Soleado,0,Alto
Zona 12,20,Jueves,Nublado,0,Moderado
Zona 12,10,Viernes,Soleado,0,Bajo
Zona 10,11,Lunes,Soleado,0,Bajo
Calzada Roosevelt,22,Martes,Soleado,0,Moderado
Calzada Roosevelt,23,Lunes,Soleado,0,Bajo
Zona 12,10,Miércoles,Nublado,0,Moderado
Zona 4,20,Viernes,Soleado,1,Bajo
Periférico,1,Domingo,Nublado,0,Bajo
Zona 1,11,Miércoles,Nublado,0,Alto
Periférico,14,Martes,Lluvia,0,Alto
Periférico,13,Martes,Soleado,0,Moderado
Calzada Roosevelt,13,Domingo,Nublado,0,Bajo
Periférico,7,Miércoles,Soleado,0,Alto
Calzada Roosevelt,7,Miércoles,Soleado,0,Alto
Periférico,12,Viernes,Nublado,0,Moderado
Periférico,18,Jueves,Soleado,0,Alto
Zona 10,19,Martes,Soleado,0,Moderado
Zona 4,16,Sábado,Lluvia,1,Alto
Zona 1,1,Jueves,Nublado,0,Moderado
Periférico,18,Viernes,Nublado,0,Alto
Calzada Roosevelt,12,Viernes,Soleado,1,Alto
Periférico,2,Miércoles,Lluvia,0,Moderado
Zona 1,22,Domingo,Lluvia,0,Moderado
Zona 12,14,Viernes,Lluvia,0,Alto
Calzada Roosevelt,3,Jueves,Nublado,0,Bajo
Zona 1,13,Sábado,Soleado,0,Moderado
Zona 10,10,Domingo,Soleado,0,Bajo
Periférico,2,Lunes,Soleado,0,Bajo
Calzada Roosevelt,16,Miércoles,Soleado,0,Alto
Zona 4,20,Domingo,Nublado,0,Bajo
Calzada Roosevelt,13,Miércoles,Soleado,0,Moderado
Zona 1,18,Viernes,Soleado,0,Alto
Periférico,3,Miércoles,Nublado,1,Moderado
Zona 12,21,Sábado,Lluvia,0,Bajo
Zona 12,19,Jueves,Nublado,0,Moderado
Zona 10,2,Sábado,Soleado,0,Bajo
Zona 4,23,Jueves,Nublado,0,Bajo
Zona 1,5,Jueves,Soleado,0,Moderado
Zona 1,21,Viernes,Soleado,0,Bajo
Zona 10,16,Sábado,Nublado,0,Moderado
Zona 1,16,Miércoles,Soleado,0,Moderado
Zona 12,10,Sábado,Soleado,0,Moderado
Calzada Roosevelt,19,Domingo,Nublado,0,Moderado
Zona 1,10,Domingo,Soleado,0,Moderado
Zona 1,11,Miércoles,Soleado,0,Moderado
Zona 1,19,Viernes,Soleado,0,Alto
Zona 1,17,Martes,Soleado,0,Alto
Zona 10,9,Miércoles,Soleado,0,Alto
Zona 4,3,Domingo,Nublado,0,Bajo
Calzada Roosevelt,1,Jueves,Lluvia,0,Moderado
Zona 10,21,Lunes,Soleado,0,Bajo
Zona 12,8,Martes,Soleado,1,Alto
Zona 12,18,Jueves,Nublado,0,Moderado
Zona 1,16,Domingo,Soleado,0,Moderado
Periférico,2,Viernes,Lluvia,0,Moderado
Zona 1,12,Sábado,Soleado,0,Moderado
Periférico,12,Domingo,Nublado,0,Moderado
Calzada Roosevelt,18,Viernes,Nublado,1,Alto
Zona 10,6,Lunes,Soleado,0,Alto
Periférico,4,Miércoles,Lluvia,0,Moderado
Zona 12,20,Jueves,Soleado,1,Bajo
Zona 4,3,Miércoles,Soleado,0,Bajo
Zona 4,14,Lunes,Nublado,0,Bajo
Zona 1,2,Martes,Lluvia,0,Moderado
Zona 10,6,Domingo,Lluvia,0,Alto
Zona 4,7,Sábado,Soleado,0,Bajo
Periférico,21,Martes,Soleado,0,Bajo
Zona 1,0,Sábado,Nublado,0,Moderado
Zona 12,6,Sábado,Soleado,0,Moderado
Zona 4,14,Viernes,Soleado,0,Moderado
Zona 1,14,Domingo,Nublado,0,Bajo
Zona 4,21,Lunes,Lluvia,0,Bajo
Zona 10,18,Miércoles,Soleado,0,Moderado
Zona 10,18,Domingo,Lluvia,0,Moderado
Periférico,5,Domingo,Soleado,0,Bajo
Zona 4,22,Miércoles,Nublado,0,Bajo
Zona 12,17,Miércoles,Nublado,0,Alto
Zona 4,18,Jueves,Lluvia,1,Alto
Zona 1,3,Sábado,Soleado,0,Bajo
Zona 1,3,Domingo,Nublado,0,Bajo
Zona 4,9,Sábado,Soleado,0,Moderado
Zona 12,21,Martes,Lluvia,0,Moderado
Zona 4,9,Domingo,Soleado,0,Moderado
Calzada Roosevelt,7,Sábado,Soleado,0,Moderado
Periférico,10,Jueves,Soleado,0,Moderado
Zona 12,14,Domingo,Nublado,0,Moderado
Periférico,7,Miércoles,Soleado,0,Alto
Zona 12,22,Martes,Soleado,0,Bajo
Calzada Roosevelt,12,Domingo,Soleado,0,Moderado
Zona 1,7,Martes,Soleado,1,Alto
Calzada Roosevelt,22,Sábado,Soleado,0,Bajo
Periférico,23,Lunes,Soleado,0,Bajo
Zona 10,2,Martes,Soleado,0,Bajo
Calzada Roosevelt,6,Domingo,Soleado,0,Moderado
Zona 4,3,Domingo,Soleado,1,Bajo
Zona 10,23,Viernes,Soleado,0,Bajo
Zona 12,0,Sábado,Lluvia,0,Moderado
Calzada Roosevelt,3,Jueves,Soleado,0,Bajo
Zona 4,14,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,22,Jueves,Nublado,0,Bajo
Calzada Roosevelt,23,Martes,Nublado,1,Alto
Calzada Roosevelt,16,Sábado,Lluvia,1,Alto
Periférico,22,Viernes,Soleado,1,Moderado
Periférico,17,Viernes,Lluvia,0,Alto
Zona 10,9,Domingo,Lluvia,0,Alto
Calzada Roosevelt,15,Sábado,Lluvia,0,Moderado
Zona 4,5,Jueves,Soleado,0,Bajo
Zona 10,15,Lunes,Soleado,0,Moderado
Zona 12,16,Viernes,Nublado,0,Alto
Zona 4,13,Martes,Soleado,1,Moderado
Periférico,17,Sábado,Nublado,0,Moderado
Zona 10,2,Lunes,Soleado,0,Bajo
Calzada Roosevelt,19,Jueves,Nublado,0,Alto
Zona 12,15,Jueves,Lluvia,0,Moderado
Zona 12,19,Miércoles,Soleado,1,Alto
Periférico,5,Jueves,Soleado,1,Moderado
Calzada Roosevelt,10,Miércoles,Soleado,0,Moderado
Zona 4,20,Martes,Soleado,0,Bajo
Zona 12,18,Sábado,Nublado,0,Moderado
Zona 4,4,Lunes,Lluvia,0,Moderado
Periférico,9,Miércoles,Soleado,0,Moderado
Zona 4,4,Jueves,Soleado,0,Bajo
Calzada Roosevelt,15,Martes,Lluvia,0,Alto
Zona 1,11,Miércoles,Nublado,0,Moderado
Zona 1,19,Martes,Lluvia,0,Alto
Calzada Roosevelt,15,Sábado,Nublado,0,Moderado
Zona 10,17,Jueves,Soleado,0,Moderado
Zona 10,12,Martes,Nublado,0,Moderado
Zona 1,0,Sábado,Soleado,0,Bajo
Zona 12,3,Miércoles,Nublado,1,Moderado
Periférico,3,Martes,Nublado,0,Moderado
Calzada Roosevelt,15,Viernes,Soleado,0,Moderado
Zona 10,10,Martes,Soleado,0,Bajo
Periférico,1,Viernes,Nublado,0,Moderado
Calzada Roosevelt,22,Miércoles,Nublado,0,Moderado
Periférico,4,Domingo,Soleado,0,Bajo
Periférico,1,Jueves,Nublado,0,Bajo
Zona 12,14,Sábado,Soleado,0,Bajo
Zona 12,6,Miércoles,Soleado,1,Alto
Periférico,7,Viernes,Soleado,0,Alto
Zona 12,4,Lunes,Soleado,0,Bajo
Zona 4,12,Miércoles,Soleado,0,Bajo
Zona 1,11,Jueves,Soleado,0,Moderado
Zona 12,15,Martes,Nublado,0,Moderado
Calzada Roosevelt,22,Domingo,Lluvia,0,Bajo
Periférico,15,Miércoles,Nublado,0,Moderado
Zona 10,6,Sábado,Lluvia,1,Alto
Zona 12,20,Viernes,Soleado,0,Bajo
Periférico,0,Jueves,Soleado,0,Moderado
Zona 1,12,Domingo,Soleado,0,Bajo
Zona 12,14,Domingo,Lluvia,0,Moderado
Zona 12,18,Jueves,Soleado,0,Moderado
Zona 12,21,Domingo,Soleado,0,Bajo
Calzada Roosevelt,20,Lunes,Soleado,0,Moderado
Zona 12,5,Miércoles,Nublado,0,Bajo
Zona 1,14,Jueves,Nublado,1,Alto
Periférico,14,Viernes,Lluvia,0,Alto
Zona 10,6,Miércoles,Soleado,0,Alto
Zona 10,9,Lunes,Nublado,0,Moderado
Zona 4,6,Domingo,Nublado,0,Moderado
Zona 12,17,Viernes,Lluvia,0,Alto
Periférico,20,Lunes,Soleado,0,Bajo
Zona 10,23,Viernes,Soleado,1,Moderado
Zona 4,23,Sábado,Lluvia,0,Bajo
Calzada Roosevelt,1,Domingo,Lluvia,0,Moderado
Zona 1,12,Domingo,Soleado,0,Bajo
Zona 12,6,Lunes,Lluvia,0,Alto
Zona 1,15,Lunes,Nublado,0,Moderado
Calzada Roosevelt,14,Martes,Soleado,0,Moderado
Calzada Roosevelt,3,Domingo,Soleado,0,Bajo
Zona 4,14,Sábado,Lluvia,1,Moderado
Zona 4,22,Domingo,Nublado,0,Bajo
Zona 12,0,Lunes,Nublado,0,Moderado
Zona 12,2,Jueves,Soleado,0,Bajo
Zona 10,7,Jueves,Soleado,0,Moderado
Zona 1,12,Sábado,Nublado,0,Moderado
Periférico,3,Martes,Lluvia,0,Moderado
Zona 4,20,Jueves,Soleado,0,Bajo
Zona 1,7,Lunes,Nublado,0,Alto
Zona 12,13,Domingo,Soleado,0,Bajo
Periférico,6,Viernes,Soleado,0,Moderado
Zona 1,2,Sábado,Soleado,0,Bajo
Zona 4,1,Sábado,Soleado,0,Bajo
Zona 10,13,Viernes,Soleado,0,Moderado
Zona 10,21,Viernes,Lluvia,1,Moderado
Zona 12,17,Miércoles,Lluvia,0,Alto
Zona 4,18,Lunes,Nublado,0,Moderado
Zona 10,23,Lunes,Soleado,0,Bajo
Zona 10,9,Lunes,Soleado,0,Moderado
Calzada Roosevelt,22,Jueves,Nublado,0,Moderado
Zona 12,23,Domingo,Lluvia,0,Bajo
Zona 12,1,Lunes,Nublado,0,Moderado
Periférico,9,Viernes,Nublado,0,Alto
Calzada Roosevelt,12,Jueves,Soleado,0,Moderado
Zona 4,18,Domingo,Nublado,0,Bajo
Zona 1,16,Viernes,Soleado,0,Moderado
Calzada Roosevelt,22,Lunes,Lluvia,0,Moderado
Zona 1,4,Viernes,Nublado,0,Bajo
Zona 4,10,Domingo,Nublado,0,Bajo
Zona 4,4,Jueves,Nublado,0,Bajo
Zona 4,15,Lunes,Soleado,0,Bajo
Zona 4,14,Sábado,Soleado,0,Bajo
Zona 12,10,Miércoles,Nublado,0,Moderado
Zona 1,17,Sábado,Soleado,0,Moderado
Zona 1,1,Sábado,Soleado,1,Moderado
Zona 4,6,Lunes,Nublado,0,Alto
Zona 1,3,Viernes,Soleado,0,Moderado
Zona 12,2,Jueves,Soleado,0,Bajo
Calzada Roosevelt,14,Miércoles,Lluvia,0,Alto
Zona 12,19,Sábado,Lluvia,0,Alto
Periférico,8,Sábado,Soleado,0,Moderado
Zona 12,11,Sábado,Soleado,0,Bajo
Calzada Roosevelt,22,Domingo,Soleado,0,Bajo
Zona 10,9,Miércoles,Soleado,0,Moderado
Periférico,12,Jueves,Nublado,0,Alto
Zona 12,14,Martes,Soleado,0,Moderado
Calzada Roosevelt,15,Lunes,Soleado,0,Moderado
Zona 10,22,Martes,Lluvia,0,Moderado
Calzada Roosevelt,3,Lunes,Soleado,0,Bajo
Zona 10,9,Martes,Soleado,0,Moderado
Zona 10,5,Sábado,Soleado,0,Bajo
Zona 12,5,Domingo,Soleado,0,Bajo
Zona 10,13,Viernes,Soleado,0,Bajo
Zona 1,13,Viernes,Nublado,0,Alto
Zona 12,12,Viernes,Soleado,0,Bajo
Zona 12,3,Domingo,Nublado,0,Bajo
Calzada Roosevelt,1,Sábado,Soleado,0,Bajo
Calzada Roosevelt,1,Martes,Soleado,0,Bajo
Zona 12,7,Lunes,Soleado,0,Alto
Zona 10,14,Miércoles,Soleado,0,Bajo
Zona 12,6,Sábado,Soleado,1,Alto
Zona 12,20,Lunes,Nublado,0,Bajo
Zona 4,0,Miércoles,Soleado,0,Bajo
Calzada Roosevelt,1,Domingo,Soleado,0,Bajo
Zona 12,17,Jueves,Nublado,0,Alto
Zona 10,6,Viernes,Soleado,0,Alto
Zona 10,9,Viernes,Soleado,0,Moderado
Periférico,22,Martes,Soleado,0,Bajo
Periférico,7,Lunes,Soleado,0,Alto
Zona 4,18,Sábado,Nublado,0,Moderado
Periférico,7,Lunes,Soleado,0,Alto
Zona 12,0,Sábado,Nublado,0,Bajo
